"SupplierNumber","CorporateGroupID","Name1","Name2","POBox","Street","PostalCode","City","CountryCoded","TelephoneNumber","FaxNumber","VATRegistrationNumber","TaxNumber1","TaxNumber2"
20281184,4200,"TELGOMAX S.R.L.","SN ARG",,"MONTANESES 2961",1429,"CAPITAL FEDERAL","AR",,,,30714246743,9016109426
20281185,4200,"DEL PLAST ENVASES FLEXIBLES S.A.","SN ARG",,"COLON 1017",6700,"LUJAN","AR",59525855,,,30709179906,9024931019
20281186,4200,"CARGILL AGRICOLA S/A (UBERLANDIA)","SN ARG",,"R WILL CARGILL SL 03 CDC 880",38402350,"UBERLANDIA","BR",553432184900,0,,,
20281187,4200,"CORRADINI NICOLAS OMAR","SN ARG",,"JOSE HERNANDEZ 95",1617,"GENERAL PACHECO","AR",31752628,,,20289832824,
20281188,4200,"INTERFOOD INC","SN ARG",,"777 BRICKELL AVE SUITE 702",33131,"MIAMI","US",17866219711,0,,55000002126,
20281189,4200,"QUIMATIC SA","SN ARG",,"EL ROSAL 4578, HUERCHURABA","J8FX+F7","SANTIAGO DE CHILE","CL",56226756400,,,,
20020161,4200,"BENEO ORAFTI-OREYE","TR-NEOQUIM",,"RUE LOUIS MARECHAL 1",4360,"OREYE","BE",,,,,
20111114,4200,"DUPONT NUTRITION BIOSCIENCES APS","DUPONT",,"EDWIN RAHRS VEJ 38",8220,"BRABRAND","DK",4661602137,4661602346,"DK16527289",,
20150153,4200,"PLAST E PACK INDUSTRIA E COMERCIO","PLAST E PA",,"R NOVA ESPERANCA 1757",83325025,"PINHAIS","BR","41 3668 3169","00 0000 0000",,1875588000190,9013271655
20189567,4200,"Solae LLC","SOLAE LLC",,"4300 Duncan Avenue",63110,"St.Louis","US",,,,"43-1448205",
20194262,4200,"FIRMENICH S.A.I.C. Y F.","SN ARG",,"COL PANAMERICANA ESTE KM25.201",1611,"DON TORCUATO","AR",,0,,33534876969,9028804922
20194254,4200,"TETRA PAK SRL",,,"SUIPACHA 1111 P 12°",1368,"BUENOS AIRES","AR",47257600,47257679,,30589123286,9129219033
20201911,4200,"QFF SRL",,,"TANDIL 7102",1440,"CAPITAL FEDERAL","AR","4 687 1145",0,,30710962304,9017397550
20201460,4200,"ADAMA SOCIEDAD ANONIMA",,,"AV.DEL LIBERTADOR 8630",1429,"CAPITAL FEDERAL","AR",47032464,0,,30609264760,9019459067
20225968,4200,"VITA SQUARE B.V.",,,"FRISAXSTRAAT 1","8471 ZW","WOLVEGA","NL",561691878,561614501,"NL853513880B01",,
20237097,4200,"CHR. HANS N ARGENTINA S.A.I.C.",,,"BV CECILIA GRIERSON 422",1107,"CAPITAL FEDERAL","AR",,,,30503634666,30503634666
20237074,4200,"FABEN SA","DAN UY",,"AV OCTAVIO ZOBBOLI 1249",2300,"RAFAELA","AR","0054 3492 440294",0,,33557499879,33557499879
20229094,4200,"SOLAE DO BRASIL INDUSTRIA E COMERCI","SOLAE DO B",,"ROD FEDERAL, BR 116 702",93270000,"ESTEIO","BR",,0,,5547514000185,430103417
20241069,4200,"ABK SRL","DAN ARG",,"Dr. Rebizzo 5683",1678,"BUENOS AIRES","AR",1147502910,,,33625752499,
20237098,4200,"MILKAUT S.A",,,"EMILIO MITRE 1031",1752,"L. DEL MIRADOR","AR","0342 4201200","0342 4501224",,30682032630,30682032630
20242595,4200,"SEABOARD ENERGIAS RENOVABLES Y ALIM","DAN ARG",,"AV. L. N. ALEM 986 P. 9°",1001,"CAPITAL FEDERAL","AR",,0,,30501091223,"901-920209-"
20242627,4200,"DUAS RODAS ARGENTINA S.A.","DAN ARG",,"CARACAS 1046",1406,"CAPITAL FEDERAL","AR",,0,,30535400497,9019162503
20242628,4200,"SAPORITI S.A.","DAN ARG",,"UGARTE 2110",1428,"CAPITAL FEDERAL","AR",0,0,,30536706433,
20242611,4200,"BASF ARGENTINA S.A.","DAN ARG",,"AV. CORRIENTES 327 P 15",1043,"CAPITAL FEDERAL","AR",,0,,30517486678,
20250264,4200,"GHIRARDI MARTIN ALEJANDRO","DAN ARG",,"Tucuman 314",1832,"LOMAS DE ZAMORA","AR",111167804641,0,,20295425025,9024449045
20242630,4200,"ARLA FOOD & INGREDIENTS","DAN ARG",,"AV FONDO DE LA LEGUA 1380",1640,"MARTINEZ","AR",45055953,,,30707260978,9010442722
20252162,4200,"LESET ARGENTINA S.A.",82204,,"LAS PALMAS 2493",1437,"POMPEYA","AR","4919 9607",,,30708355921,"1105350-10"
20251589,4200,"CARGILL SOCIEDAD ANONIMA","SN ARG",,"DELLA PAOLERA CARLOS M. 261",1001,"CAPITAL FEDERAL","AR",0,,,30506792165,"901-911073-"
20092563,4200,"ALLBRANDS INDUSTRIA DE ALIMENTOS S/","ALLBRANDS",,"R LUIZ BERLESI 348",83412050,"COLOMBO","BR",,,,3973903000147,9022958795
20265333,4200,"VEEMBEDRIJF A BV","BUISMAN",,"MINDENSTRAAT 10","8028 PK","PK ZWOLLE","NL",3845757590,,"NL808874925B01",,
20271240,4200,"ZUCAMOR SA","DAN ARG",,"Cno. Gral Belgrano Km 14700",1881,"BUENOS AIRES","AR",1142501066,,,30677911634,
10007011,4200,"LOGISTICA LA SERENISIMA S.A.","DC DISTR C",,"RUTA 28 Y LOS NARANJOS","B1748","GENERAL RODRIGUEZ","AR",,,,30707210385,9010435074
10000993,4200,"N.V. NUTRICIA","HO GOLDEN",,"1e Stationsstraat 186","2700 MA","ZOETERMEER","NL",0,0,"NL001797025B01",,
10005451,4200,"DANONE FOODS, INC","DUPLICATIO",,"100 Hillside Avenue",10603,"White Plains","US",,,,,
10006379,4200,"DANONE RESEARCH CENTRE DANIEL CARAS","DUPLICATIO",,"128-91767 PALAISEAU CEDEX",91767,"PARIS","FR",,,,,
10007426,4200,"3300 DE Milupa GMBH HQ","HO GOLDEN",,"Schleyerstrasse 4",36041,"Fulda","DE",,,"DE202147806",,
10007563,4200,"NUTRICIA BAGO SA","HO GOLDEN",,"MORENO 877 5to PISO",1091,"CIUDAD AUTONOMA BUENOS AIRES","AR",,,30707013431,30707013431,9010392251
10007564,4200,"AMN ADVANCED MEDICAL NUTRITION S.A.","HO GOLDEN",,"MORENO 877",1091,"CABA","AR",,,,30711385130,9014055984
20006368,4200,"JORGENSEN ENGINEERING A/S","JORGENSEN",,"M.P.ALLERUPS 20 -",5220,"ODENSE S","DK",63132211,,"DK51452216",,
10000196,4200,"DANONE LTDA - BRAZIL","DUPLICATIO",,"AVENUE PAULISTA N° 2300 20° ANDAR",1310300,"SAO PAULO","BR","55 11 2192 4600","55 11 3741 9064","23.643.315/0030-97",,
20194844,4200,"HADERNE RUBEN OMAR","SN ARG",,"LAUTARO 652 DEP:1 -",1406,"CAPITAL FEDERAL","AR",,,,20144301456,194474302
20195141,4200,"RDA RENTING S.A.","SN ARG",,"AV LEANDRO N ALEM 449",1003,"CAPITAL FEDERAL","AR","6009 2700",,,30712257357,9016650574
20195166,4200,"HP INC ARGENTINA S.R.L.","SN ARG",,"VEDIA 3616 PISO 7",1430,"CAPITAL FEDERAL","AR",,,,30714809373,9016433446
20195597,4200,"SOLUTION BOX S.R.L.","SN ARG",,"GONCALVEZ DIAS 658",1276,"CAPITAL FEDERAL","AR",,,,30707975020,9010586523
20137946,4200,"LONZA SALES LTD","LONZA",,"MÜNCHENSTEINERSTRASSE 38",4002,"BASEL","CH","004161316 8111","004161316 9111","BE0889727946",,
20281273,4200,"FRESENIUS KABI AUSTRIA GMBH","SN ARG",,"ESTERMANNSTRASSE 17",4020,"LINZ","AT",437327651448,,,,
20281274,4200,"KERRY INGREDIENTS (DE MEXICO), SA D","SN ARG",,"CARRETERA PANAMERICANA KM 11.2 SN",36660,"IRAPUATO","MX",4272681153,0,,"KIM941206S20",
20281195,4200,"ELECTROSISTEM S.A","SN ARG",,"AV GRAL PAZ 12367",1752,"CAPITAL FEDERAL","AR",46992378,,,30629778477,"901-176919-"
20281181,4200,"CARGILL TEXTURIZING SOLUTIONS","SN ARG",,"AUSSCHLAEGER ELBDEICH 62",20539,"HAMBURG","DE",,,,55000004005,
20281197,4200,"CIROCO S.R.L","SN ARG",,"ITALIA 531",1818,"EL TALAR PACHECO","AR",47260288,,,30614816550,"901-936028-"
440011679,4200,"AMERICAN EXPRESS ARGENTINA S.A.",,,"MORENO 877 PISO 10",1092,"CAPITAL FEDERAL","AR",,,,,
540000940,4200,"COCARO NICOLAS FRANCISCO","DAN ARG",,"PANAMERICANA Y GRAL SAVIO",1619,"GARIN","AR",,,,23316737889,
540000961,4200,"LUPICA SABRINA ANALIA","DAN ARG",,"PANAMERICANA Y GRAL SAVIO",1619,"GARIN","AR",,,,27310392257,
540001031,4200,"VIVIANA PATALANO","DAN ARG",,"GRAL. SAVIO Y PANAMERICANA",1619,"Garin","AR",,,,23228608254,
540001050,4200,"GAGLIANO MARIA LAURA","DAN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,27281699321,
540001065,4200,"DI PACE ALDO","DAN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,20165221045,
540001099,4200,"ORLANDO AGUSTINA","DAN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,27378051709,
540001100,4200,"AYELEN ROXANA BRUNO","DAN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,27379319330,
540001112,4200,"ABAGNALE FLORENCIA","DAN ARG",,"DR. REAL 563 PLANTA BAJA. DPTO B.",6700,"LUJAN","AR",,,,27360725869,
540001114,4200,"VILA DIEGO","DAN ARG",,"ANCHORENA 1352 1ERO",1425,"CAPITAL FEDERAL","AR",,,,20365954934,
540001116,4200,"ACEVEDO SOFIA","DAN ARG",,"CALLAO 876",1625,"CAPITAL FEDERAL","AR",,,,23331559644,
540001117,4200,"ROVAGNATI SANTIAGO","DAN ARG",,"LAFINUR 3032, 2 DO P, DTO A",1425,"CAPITAL FEDERAL","AR",,,,20316519378,
10005211,4200,"Nutricia Cuijk B.V","HO GOLDEN",,"P.O. Box 6","5430 AA","CUIJK","NL",,0,"NL001797001B01",,
20208108,4200,"CHR. HANSEN HMO GMBH",,,"MAARWEG 32",53619,"RHEINBREITBACH","DE",49222498810500,49222498810898,"DE243130914",,
20138039,4200,"AMINO GMBH","DE81476839",,"AN DER ZUCKER-RAFFINERIE 9",38373,"FRELLSTEDT","DE","5355 9100","5355 9100 710","DE814768391",,
20184458,4200,"SONOCO PRODUCTS COMPANY","SONOCO PRO",,"833 SOUTH 60TH AVENUE",54401,"WAUSAU","US",,,570248420,,
20192059,4200,"JUTA A.S",,,"DUKELSKA 417","544 15","DVUR KRALOVE","CZ",499314293,,"CZ45534187",,
20160589,4200,"VOGLER INGREDIENTS LTDA","VOGLER ING",,"EST FUKUTARO YIDA 1155",9852060,"SAO BERNARDO DO CAMPO","BR",,,,62185905000130,63548728611
20174612,4200,"SENSIENT TECHNOLOGIES BRASIL INDUST","SENSIENT T",,"AVENIDA BENEDITO QUINA DA SILVA 550",13212141,"JUNDIAI","BR",,,,4249052000157,40727657511
20153631,4200,"DIVFOOD DIVISION OF NAMPAK PRODUCTS","DIVFOOD DI",,"SN 03 NOBEL BOULEVARD",1900,"VANDEBIJLPARK","ZA",27169503155,0,,,
20194918,4200,"FULL MARK SA",,,"URUGUAY 4688",1643,"BECCAR","AR",,,,30707370471,9010467367
20194901,4200,"PRIMATER S.R.L.","SN ARG",,"ENRIQUE PRINS 1468",1428,"CAPITAL FEDERAL","AR",,,,30694578124,9019012422
20195026,4200,"CARTOCOR SOCIEDAD ANONIMA","SN ARG",,"RUTA 6 KM 160",6700,"LUJAN","AR",2323441900,,,30586733334,9043533966
20195414,4200,"MANUPACKAGING ARGENTINA S A",,,"RUTA 9 PANAM.COLEC.OESTE KM 52",1625,"ESCOBAR","AR",,,,30697309264,9010246496
20195248,4200,"PISTRELLI, HENRY MARTIN Y ASOCIADOS","SN ARG",,"25 DE MAYO 487",1002,"CAPITAL FEDERAL","AR",,,,30708185864,9010637020
20195377,4200,"A G PRUDEN Y CIA SACIFIA","SN ARG",,"H. YRIGOYEN 2411",1640,"MARTINEZ","AR",47332500,,,30516740058,901918395
10000180,4200,"DANONE ARGENTINA SA","HO GOLDEN",,"MORENO 877 PISO 12°",1091,"CAPITAL FEDERAL","AR","54 11 4341 4000","54 11 4341 4202","AR30711385130",30501116242,9019189598
20194969,4200,"LOPEZ ARIEL HERNAN","SN ARG",,"JOSE HERNANDEZ 1621",1054,"CAPITAL FEDERAL","AR","5 786 0664",,,20279020775,
20194647,4200,"WINTER MARIANO GASTON","SN ARG",,"ARENAL CONCEPCION 2630 DEP:7",1426,"CAPITAL FEDERAL","AR",,,,23232654759,23232654759
10000999,4200,"DANONE TRADING ELN B.V.","HO GOLDEN",,"TAURUSAVENUE 167","2132 LS","HOOFDDORP","NL",,,"NL809579844B01",,
20151073,4200,"DSM Nutritional Products","DSM",,"3927 Collection Center Drive",60693,"Chicago","US",,,,,
20001204,4200,"J. RETTENMAIER & SOHNE",,,"HOLZMUEHLE 1",73494,"ROSENBERG","DE","0049 7967 152637","0049 7967 152500 637","DE144631714",,
20254435,4200,"STEPAN SPECIALTY PRODUCTS LLC","MAIN",,"22 W FRONTAGE RD",60093,"NORTHFIELD","US",,,,"36-1823834",
20125164,4200,"JONGERIUS TECHNOLOGY NV","JONGERIUS",,"LIEVEN GEVAERTSTRAAT 11",2950,"KAPELLEN","BE",,"00 0000 0000","BE0431582296",,"."
20165864,4200,"FPS FLEXIBLES BENELUX BV","GREIF",,"JUPITERWEG 1","4782 SE","MOERDIJK","NL",168359999,168359988,"NL001880159B01",,
20165741,4200,"SWEETMIX INDUSTRIA COMERCIO","SWEETMIX I",,"AL CACAPAVA 60",18085250,"SOROCABA","BR","19 3881 8336","19 38818336",,26910000143,66928205611
20146731,4200,"GIVAUDAN DO BRASIL LTDA","GIVAUDAN 0",,"AV ENG BILLINGS 2185, 0",5321010,"SAO PAULO","BR",1137608000,"11 37608075",,61188488000117,10270585611
10005641,4200,"NUTRICIA INFANT NUTRITION LTD","HO GOLDEN",,"CASTELVIEW CO CORK",,"MACROOM","IE","026 41302","026 4223","IE6404474C",,
10000381,4200,"AGUAS DE ORIGEN S.A.","HO GOLDEN",,"MORENO 877 - PISO 4",1091,"BUENOS AIRES","AR",1143414000,1143414262,,33717513059,90133717513
20137985,4200,"ROHSTOFF TRADING","ROHSTOFF",,"HAUPTSTR 112",73055,"EBERSBACH - GERMANY","DE",497163530112,497163530113,"DE164711289",,
20138058,4200,"CALDIC INGREDIENTS B.V.",,,"BRIGADEDOK 1","3433 KH","NIEUWEGEIN","NL","0031 348 566666","0031 348 561376","NL006266149B01",,
20146723,4200,"DSM PRODUTOS NUTRICIONAIS BRASIL","ROCHE DSM",6364,"AVENIDA ENGENHEIRO 1729, PREDIO 31",5321010,"SAO PAULO","BR","00 0000 0000",0,,4578257000186,11619720911
20138151,4200,"BIOSEARCHLIFE","BIOSEARCHL",,"CAMINO DE PURCHIL 66",18004,"GRANADA","ES",34958240152,34958240160,"ESA18550111",,"ISENTO"
20153580,4200,"VITABLEND ASIA PACIFIC PTE LTD","VITABLEND",,"1 SENOKO AVENUE 01-06/07",758297,"SINGAPORE","SG",0,0,,,
20194543,4200,"LUCERO PEDRO ANTONIO","SN ARG",,"AGUADO 653",1617,"GENERAL PACHECO","AR",,,,23103699509,23103699509
20001484,4200,"BASF SE","BASF",,"Carl Bosch Strasse 38",67056,"LUDWIGSHAFEN - GERMANY","DE",,,"DE149145247",,
20194286,4200,"DUTCH STARCHES INTERNATIONAL S.A.",,,"AV. ELCANO 3853",1427,"BUENOS AIRES","AR",1145566900,0,,30686144492,9011775638
20194606,4200,"ALFA INSTRUMENTOS SRL","SN ARG",,"DEL PINO VIRREY 2686 7E",1426,"CAPITAL FEDERAL","AR",,,,33710448979,
20194632,4200,"RAPOSO LEANDRO ARIEL","SN ARG",,"ARMENIA 1640",1414,"CAPITAL FEDERAL","AR",,,,20230750638,127271103
20194669,4200,"ANYKA SRL",,,"LARREA 390 P 1",1609,"SAN ISIDRO","AR",,,,30656329293,9019895649
20194672,4200,"STONCOR SOUTH CONE S.A.","SN ARG",,"EINSTEIN 1095",1619,"GARIN","AR",,,,30527693574,9019129303
20194684,4200,"KLUBER LUBRICATION ARG. S.A.","SN ARG",,"MARTIN J. HAEDO 4301",1602,"FLORIDA","AR",,,,30575001641,9029229181
20194696,4200,"ED GAR S.A.","SN ARG",,"TOMAS GUIDO 1979",1678,"CASEROS","AR",,,,30592097482,9020975014
20194779,4200,"INDUSTRIA Y AMBIENTE S.A.","SN ARG",,"MERLO 10",1766,"LA TABLADA","AR","4454 3474",,,30710936753,9023493952
20194833,4200,"GIVAUDAN ARGENTINA S.A.","SN ARG",,"SAN LORENZO 4759, MUNRO",1605,"PROVINCIA DE BUENOS AIRES","AR",1147629100,,,30536196206,9019192838
20194797,4200,"VILLANUEVA CARLOS ROBERTO","SN ARG",,"COSTA RICA 808",1834,"TEMPERLEY","AR",,,,20263536895,9027739746
20138029,4200,"AAK NETHERLANDS B.V.","AAK",,"KREEFTSTRAAT 1","1544 CK","ZAANDIJK - NETHERLANDS","NL",31756278462,31756278478,"NL002231104B01",,
20194908,4200,"PORMATIC S.A. (EN FORMCION)","SN ARG",,"GUIRALDES 555",1878,"QUILMES","AR",,,,30709690643,9029531016
20146708,4200,"CARGILL AGRICOLA S A","CARGILL PO",,"RUDOLF STREET 55 55, 0",13660000,"PORTO FERREIRA","BR","00 0000 0000",0,,60498706015189,55511660911
20194915,4200,"FALABELLA SA","SN ARG",,"FLORIDA 343",1005,"CAPITAL FEDERAL","AR",40009800,,,30655725829,9019840917
20195035,4200,"MARKEM-IMAJE S.A.",,,"AVDA DE LOS CONSITUYENTES 2240",1617,"GENERAL PACHECO","AR",,,,30528150434,9029461151
20194958,4200,"LUIS ALBERTO DIAZ","SN ARG",,"VIRREY ARREDONDO 3448 P8 C",1426,"CAPITAL FEDERAL","AR",1556660007,,,20124347646,
20151066,4200,"FrieslandCampina Kievit B.V.","FRIESLANDC",,"Oliemolenweg 4A","7944 NL","HX Meppel","NL",,31522238100,,,
20090147,4200,"Arla Foods Ingredients Group P/S","ARLA FOODS",,"SONDERHOJ 10-12 , 10-12",8260,"VIBY J","DK",89381257,89381290,"DK12613725",,
20137986,4200,"ROQUETTE FRERES SA","ROQUETTE",,"1 1 RUE HAUTE LOGE",62136,"LESTREM CEDEX","FR",33321635333,33321639470,"FR46357200054",,
20195050,4200,"TIARG S.A.","SN ARG",,"MORENO 850 P.4° E",1091,"CAPITAL FEDERAL","AR",,,,30707621911,9010521341
20195142,4200,"BIGBOX SA","SN ARG",,"AV DEL LIBERTADOR 6550",1428,"CAPITAL FEDERAL","AR","4 780 3765",,,30711091552,9014012084
20195041,4200,"FESTO S.A.","SN ARG",,"EDISON 2392",1640,"MARTINEZ","AR",,,,30596013399,9019117039
20111422,4200,"FRIESLANDCAMPINA INGREDIENTS B.V. 8","FRIESLAND",1551,"STATIONSPLEIN 4 4","3818 LE","AMERSFOORT","NL",31593713030,31593713099,"NL821385811B01","NL821385811B01",
20195193,4200,"AIR LIQUIDE ARGENTINA S A",,,"MONSEÑOR MAGLIANO 3079",1642,"SAN ISIDRO","AR",,,,30500852131,9029177542
20195200,4200,"CONFECAT S.A.","SN ARG",,"AV PRESIDENTE CASTILLO 2842",4700,"SAN FERNANDO DEL VALLE DE CATAMARCA","AR",1142404350,,,30597919154,9028660871
20195372,4200,"RACKLATINA SA","SN ARG",,"AV. GAONA 2682",1744,"MORENO","AR",,,,30679696323,9021711350
20195378,4200,"BECHEM SUDAMERIKA S A","SN ARG",,"ALVARADO 3093",1290,"GENERAL RODRIGUEZ","AR",,,,33688933639,9011823395
20137938,4200,"KIRSCH PHARMA GMBH","KIRSCH PHA",,"ERZWASCHE 2",38229,"SALZGITTER","DE",495341879782,495341879787,"DE116880212",,
20195397,4200,"DSM NUTRITIONAL PRODUCTS ARGENTINA","SN ARG",,"COLECTORA ESTE PANAMERICANA KM 36",1615,"GRAND BOURG","AR",543327448613,,,30707822429,9010582437
10005553,4200,"4900 N.V. NUTRICIA GORDIAN Central","DC DISTR C",,"Popeweg 42","5928 SC","Venlo","NL",,,"NL001797025B01",,
10006384,4200,"DANONE LTDA","HO GOLDEN",,"AV A 321",37718257,"POCOS DE CALDAS","BR",,,23643315014455,23643315014455,51803897156
10006534,4200,"3600 Macroom Factory Plant","SP SUPPLY",,"CASTLEVIEW","CO. CORK","MACROOM","IE",,,"IE6404474C",,
20137913,4200,"FRIESLANDCAMPINA NEDERLAND B.V.","FRIESLANDC",8,"STATIONSPLEIN 4","3818 LE","AMERSFOORT","NL",31337133551,31337133782,"NL803378580B01",,
20153154,4200,"DOREMUS ALIMENTOS LTDA","DOREMUS AL",,"R SANTA MARIA DO PARA 32/62",7175400,"GUARULHOS","BR",,"00 0000 0000",,54289830000100,33618530511
20137944,4200,"STEPAN SPECIALITY PRODUCTS B.V.","STEPHAN",,"A. HOFMANWEG 5A","2031 BH","HAARLEM","NL",31757271000,31756292817,"NL850652418B01",,
10005575,4200,"4900 N.V. NUTRICIA GORDIAN HQ","HO GOLDEN",,"POPEWEG 42 42","5928 SC","VENLO","NL",,,"NL001797025B01",,
10000952,4200,"NUTRICIA ZAKLADY","DUPLICATIO",,"Ul. Marka z Jemielnicy 1",45952,"OPOLE","PL",0,0,"PL7540335340","754-033-53-40",
10006878,4200,"3700 PL DC Nutricia_Piomar","DUPLICATIO",,"Światowida 16",45325,"Opole","PL","48 77 400 88 00",,,,
20199985,4200,"VISA ARGENTINA S.A.","SN ARG",,"MORENO 877",1091,"CAPITAL FEDERAL","AR",,,,30598910045,
20116210,4200,"INGREDION INCORPORATED","INGREDION",409882,"5 WESTBROOK CORP CTR",60154,"WESTCHESTER","US",,,,"22-3514823",
20280316,4200,"KORN FERRY FUTURESTEP ARGENTINA S.R","SN ARG",,"CORRIENTES AV. 1750 PISO:10",1042,"CAPITAL FEDERAL","AR",,,,30712184287,
20195670,4200,"Z & S FACTORS S.A.","SN ARG",,"PARAGUAY 610 P 26",1057,"CAPITAL FEDERAL","AR",,,,30685915029,30685915029
20280358,4200,"WALLCHASE","SN ARG",,"AYACUCHO 984 P PB",1111,"CAPITAL FEDERAL","AR",68411600,,,30716502615,"1573108-01"
20280366,4200,"MEDIGLOVE SRL","SN ARG",,"PEDRO DE MENDOZA 1883",1686,"HURLINGHAM","AR",44527777,,,30707948708,30707948708
20195806,4200,"COMPAÑIA ARGENTINA DE MERCHANDISING","SN ARG",,"CHICLANA 102",1766,"LA TABLADA","AR",,,,30709135135,9028429681
20251566,4200,"BONAFIDE S A I C","SN ARG",,"GAVILAN 1055",1406,"CAPITAL FEDERAL","AR",,,,30501214589,"901-918596-"
10000927,4200,"Danone Trading Medical B.V.","HO GOLDEN",,"TAURUSAVENUE 167","2132 LS","HOOFDDORP","NL","00 0000 0000","00 0000 0000","NL854734557B01",,
20138063,4200,"CARGILL BV CARGILL TEXTURIZING SOLU",,499,"EVERT VAN DE BEEKSTRAAT 378","1118 CZ","SCHIPHOL","NL","075 6501501",,"NL002176816B01",,
20194703,4200,"CPT INTEGRAL S.A.","SN_ARG",,"LUZURIAGA 1550",1279,"CAPITAL FEDERAL","AR",50807035,,,30693293754,9019012461
20194753,4200,"ZARVAR S.A.","SN ARG",,"LIMA 187",1073,"CAPITAL FEDERAL","AR","5 352 1111",,,30709093998,
20195241,4200,"LABORATORIO BIOMEDICO DR. RAPELA S.","SN ARG",,"RAMÓN FALCÓN 2534",1,"CAPITAL FEDERAL","AR",,,,30630264010,"901-029883-"
20201447,4200,"DU PONT ARGENTINA S.R.L","SN ARG",,"ING BUTTY 240 PISO 10",1001,"CAPITAL FEDERAL","AR",,,,30501126965,"901-910418-"
20201752,4200,"ACCENTURE SRL","SN ARG",,"SAENZ PEÑA R. PTE. AV. 777",1110,"CAPITAL FEDERAL","AR",43188500,,,33610006189,"901-935144-"
20252153,4200,"BANDAX ARGENTINA S.A.","SN ARG",,"EDISON 2439",1640,"BUENOS AIRES","AR",47175151,,,30708264381,9010653730
20252364,4200,"INSTALNET SRL","SN ARG",,"AZOPARDO 770 PISO16 OFICINA 1608",1107,"CABA","AR",37508729,,,30710161301,
20252404,4200,"EXEO IT S.R.L.","DAN ARG",,"GIRIBONE 895 2 A",1427,"CAPITAL FEDERAL","AR",1161161536,,,30710608578,"1180216-02"
20255364,4200,"TALLER ORGANIZACIONAL S.R.L.","SN ARG",,"CHARLONE 738",1427,"CAPITAL FEDERAL","AR",47928067,,,30711441154,
20275437,4200,"TANGO SPORTS TEAM S.R.L","SN ARG",,"AV PASEO COLON 746 1",1063,"CAPITAL FEDERAL","AR",,,,30716306026,
20275472,4200,"OXIMETAL S.A.","SN ARG",,"AV. LIBERTADOR 1638",1638,"VICENTE LOPEZ","AR",,,,33538190999,"902-420200-"
20275473,4200,"EURO SWISS S.A.","SN ARG",,"INDALECIO GOMEZ 3938",1672,"VILLA LYNCH","AR",,,,30708953896,
20275714,4200,"PIOLOW S.A.","SN ARG",,"AV. DEL LIBERTADOR 7324 16A",1429,"CABA","AR","11 2275 8562",,,30711409080,
20275865,4200,"PROSEIND SA","SN ARG",,"26 DE AGOSTO 1053",2000,"ROSARIO","AR","0341 4552017",,,30707009892,
20277135,4200,"BONDACOM S.R.L.","SN ARG",,"ORTEGA Y GASSET JOSE 1957",1426,"CABA","AR",1152638284,,,30711367140,"1215909-03"
20285709,4200,"YOU ARE THE PRINCESS S.L.","SN ARG",,"PLAZA DE ORIENTE 3",28013,"MADRID","ES",,,,,
20285362,4200,"ARES ELECTRONICA INDUSTRIAL S.A.","SN ARG",,"GRAL LAS HERAS 3784",1603,"VILLA MARTELLI","AR",47606060,,,30598729510,"EXENTO"
20285363,4200,"ELECTRICIDAD SAN MARTIN SOCIEDAD AN","SN ARG",,"AV. SAN MARTIN 1621",1704,"BS AS","AR",,,,30589052346,"902-888095-"
20285365,4200,"INATEC SA","DAN ARG",,"CHACABUCO 431",1069,"CAPITAL FEDERAL","AR",43310700,,,30707233369,"EXENTO"
20285366,4200,"ALBERTENGO SEBASTIAN JUAN","SN ARG",,"ARENALES 3532",1425,"CAPITAL FEDERAL","AR",92241671255,,,20920659196,"EXENTO"
20285369,4200,"DRIMER CHOCOLATES","SN ARG",,"PLAZA 3553",1430,"BS AS","AR",,,,27054302644,9019803606
20285370,4200,"MANDERLY SA","SN ARG",,"TUCUMAN 117 PISO 8",1049,"C.A.B.A","AR",50916600,,,30661209263,"EXENTO"
20285692,4200,"MEDICIONES TERMICAS SRL","SN ARG",,"BOLAÑOS 86","1407JPB","BS AS","AR","114 674 5300",,,30711356645,"EXENTO"
20285694,4200,"CORIGLIANO NICOLAS ESTEBAN","SN ARG",,"BONPLAND 1248",1414,"CABA","AR",47757296,,,20275925242,"EXENTO"
20285695,4200,"GONZALO ESPINOSA PAZ","SN ARG",,"URUGUAY 763 PISO 5",1015,"CABA","AR",537924444,,,20169041912,"EXENTO"
20285702,4200,"COOPERATIVA DE TRABAJO MADYGRAF LTD","SN ARG",,"RUTA PANAMERICANA KM 36700",1619,"GARÍN, ESCOBAR","AR",443312,,,33714651779,"EXENTO"
20285704,4200,"HYDRAIR SA","SN ARG",,"CALLE 29 (EMILIO ZOLA) NRO 6986",1655,"JOSE LEON SUAREZ","AR",47200387,,,30710138563,"EXENTO"
20285705,4200,"LEBENBAUM HERMAN ERICO","SN ARG",,"FRAGATA PRESIDENTE SARMIENTO 2239","C1416CB","CAPITAL FEDERAL","AR",45812227,,,20218820108,"901-2021882"
